customer_id,customer_name,industry,company_size,country,region,acquisition_date
10150,Mcdowell and Sons,Manufacturing,Enterprise,Ghana,North America,2025-03-05
10151,Crosby-Stanley,Retail,SMB,Bolivia,Europe,2023-09-24
10152,Jackson-Kramer,Finance,Enterprise,Gambia,APAC,2025-07-21
10153,Price-Gutierrez,Finance,Enterprise,Saint Lucia,APAC,2025-02-03
10154,Burton-Beck,Finance,Enterprise,Suriname,LATAM,2024-11-17
10155,Edwards-Ramsey,Manufacturing,Enterprise,Jamaica,North America,2023-02-13
10156,Kline-Baker,Retail,Mid-Market,Korea,North America,2023-02-14
10157,"Alexander, Taylor and Scott",Finance,Mid-Market,Ireland,LATAM,2023-12-03
10158,"Hall, Reynolds and Briggs",Manufacturing,Mid-Market,Oman,APAC,2022-12-09
10159,Olsen-Chang,Healthcare,Mid-Market,Guatemala,LATAM,2024-06-02
10160,Ross-Richardson,Technology,SMB,Jordan,North America,2024-06-30
10161,James-Guzman,Manufacturing,Enterprise,Slovakia (Slovak Republic),Europe,2024-09-08
10162,Hoffman-Thompson,Technology,Mid-Market,Western Sahara,Europe,2025-12-28
10163,"Young, Crawford and Roberts",Retail,SMB,Tunisia,APAC,2023-10-29
10164,Carter-Wilkins,Healthcare,SMB,Zambia,North America,2026-04-29
10165,Carter LLC,Technology,Mid-Market,Zambia,North America,2026-01-05
10166,Cook LLC,Finance,SMB,Canada,APAC,2023-09-24
10167,Gordon-Perez,Healthcare,Enterprise,Guyana,North America,2023-09-14
10168,Cowan Inc,Retail,Enterprise,Dominica,North America,2023-04-05
10169,"Boyd, Randolph and Adkins",Finance,Mid-Market,Lithuania,LATAM,2023-07-03
10170,"Jimenez, Williams and Phillips",Technology,Enterprise,Pakistan,North America,2024-07-19
10171,Mcneil Inc,Technology,Enterprise,Tanzania,North America,2022-09-12
10172,"Mcguire, Tyler and Contreras",Finance,Enterprise,Uruguay,LATAM,2023-12-05
10173,Sullivan PLC,Retail,Enterprise,Aruba,Europe,2023-08-15
10174,"Williams, Taylor and Wilson",Retail,SMB,Venezuela,APAC,2025-06-08
10175,"Rogers, Goodman and Mccoy",Technology,SMB,Iran,Europe,2026-05-03
10176,"Ward, Carter and Clark",Healthcare,Mid-Market,Antigua and Barbuda,North America,2023-02-10
10177,Roberson-Herrera,Finance,Mid-Market,Luxembourg,APAC,2024-10-25
10178,Farrell PLC,Healthcare,Enterprise,Bermuda,APAC,2025-09-16
10179,Cruz-Smith,Technology,SMB,Jersey,APAC,2023-10-15
10180,Lin Group,Finance,SMB,Tonga,North America,2023-10-02
10181,Carlson Group,Healthcare,Mid-Market,Niger,Europe,2022-12-08
10182,Adams-Larson,Finance,Enterprise,Greenland,LATAM,2025-06-08
10183,Nelson-Frye,Technology,Mid-Market,Saint Kitts and Nevis,North America,2024-09-04
10184,Black Group,Technology,Enterprise,Zambia,LATAM,2026-06-04
10185,"Fernandez, Brewer and Anderson",Retail,Mid-Market,Brunei Darussalam,APAC,2022-06-14
10186,Dominguez Inc,Manufacturing,Mid-Market,Hungary,North America,2025-02-16
10187,Ortega Inc,Healthcare,SMB,Oman,APAC,2022-11-20
10188,Lyons Ltd,Technology,Enterprise,Christmas Island,LATAM,2026-04-17
10189,"Cantu, Jones and Powell",Finance,Enterprise,Solomon Islands,APAC,2026-06-05
10190,Burns and Sons,Retail,SMB,Martinique,APAC,2025-09-13
10191,"Wilson, Guzman and Bond",Manufacturing,Mid-Market,Macao,North America,2026-01-13
10192,"Johnson, Powell and Moon",Manufacturing,SMB,Saint Barthelemy,APAC,2023-07-17
10193,Owens-Hebert,Technology,Mid-Market,Palau,APAC,2025-02-19
10194,Daniels-Smith,Manufacturing,Enterprise,Macao,Europe,2024-08-17
10195,"Weber, Mills and Adams",Retail,SMB,Nigeria,Europe,2025-04-23
10196,Rowe Inc,Healthcare,Enterprise,Burundi,LATAM,2025-02-09
10197,Ayala Group,Finance,SMB,Falkland Islands (Malvinas),LATAM,2024-04-06
10198,Gutierrez-Perry,Retail,Enterprise,Ireland,LATAM,2025-11-29
10199,Weber-Sanders,Healthcare,SMB,Kenya,APAC,2026-03-31
10200,Rodriguez-Ruiz,Manufacturing,Enterprise,Bermuda,Europe,2024-11-14
10201,Martinez-Bell,Technology,SMB,British Indian Ocean Territory (Chagos Archipelago),North America,2022-09-15
10202,"Melendez, Gonzalez and Baker",Technology,Enterprise,Greece,Europe,2025-11-28
10203,Miller-Dixon,Finance,Enterprise,Guatemala,Europe,2026-04-07
10204,Smith-Spencer,Technology,Mid-Market,Korea,Europe,2023-01-04
10205,Bruce Inc,Manufacturing,Mid-Market,Gabon,APAC,2025-02-08
10206,Washington and Sons,Technology,SMB,Niger,Europe,2025-11-02
10207,Chapman Group,Healthcare,Mid-Market,Montserrat,LATAM,2024-11-08
10208,Lawrence-James,Manufacturing,SMB,Saint Barthelemy,APAC,2023-08-26
10209,Webster Ltd,Manufacturing,SMB,Turks and Caicos Islands,North America,2023-02-22
10210,"Johnson, Martin and Moore",Healthcare,SMB,Solomon Islands,North America,2025-02-12
10211,Marquez Ltd,Technology,Enterprise,British Indian Ocean Territory (Chagos Archipelago),LATAM,2023-08-25
10212,Walker-Gonzales,Healthcare,SMB,Philippines,APAC,2022-07-24
10213,"Campos, Evans and Holt",Finance,Enterprise,Rwanda,Europe,2023-04-13
10214,"Cruz, Lee and Travis",Manufacturing,Enterprise,Kiribati,LATAM,2023-08-09
10215,Barber-Jones,Finance,Enterprise,San Marino,Europe,2024-12-27
10216,Arellano-Graves,Finance,Enterprise,Rwanda,LATAM,2025-01-12
10217,Stephens-Reed,Retail,Enterprise,Japan,LATAM,2024-10-28
10218,Winters-Rodriguez,Healthcare,Enterprise,Bhutan,LATAM,2026-04-12
10219,Mcclure-Graham,Technology,SMB,Sierra Leone,Europe,2024-12-11
10220,Waters-Turner,Technology,Enterprise,Timor-Leste,Europe,2025-10-22
10221,"Harrison, Garcia and Ryan",Technology,Enterprise,Marshall Islands,LATAM,2025-04-13
10222,Parks and Sons,Technology,SMB,Russian Federation,Europe,2024-04-22
10223,"Armstrong, Jordan and Hernandez",Retail,SMB,Bahamas,APAC,2025-09-14
10224,Hendricks-Woods,Retail,SMB,Syrian Arab Republic,North America,2023-11-03
10225,Hicks-Peterson,Finance,Enterprise,Malta,APAC,2023-02-25
10226,Campbell-Barnett,Retail,Enterprise,Latvia,LATAM,2023-01-13
10227,Evans-Davis,Manufacturing,Enterprise,Italy,Europe,2024-04-01
10228,"Garcia, Smith and Jones",Retail,Enterprise,Guernsey,APAC,2023-12-13
10229,Mills-Kline,Finance,SMB,Swaziland,APAC,2022-10-03
10230,"Black, James and Mccann",Technology,SMB,Solomon Islands,Europe,2024-11-22
10231,"Price, Clark and Lindsey",Healthcare,Mid-Market,Gambia,North America,2024-01-28
10232,"Gonzalez, Moon and Roth",Manufacturing,SMB,Iraq,North America,2022-08-28
10233,Johnson-Morgan,Manufacturing,SMB,Guatemala,North America,2022-08-20
10234,Smith-Smith,Retail,SMB,Cook Islands,APAC,2023-11-27
10235,Ray Inc,Manufacturing,Enterprise,Andorra,Europe,2022-07-26
10236,Spencer Group,Healthcare,Enterprise,Japan,LATAM,2024-11-10
10237,Rubio Inc,Retail,Enterprise,Guadeloupe,North America,2024-04-10
10238,"Garcia, Rosario and Henry",Retail,Enterprise,Niger,LATAM,2025-09-14
10239,Alvarez Ltd,Finance,Enterprise,Ireland,LATAM,2023-05-05
10240,Moreno PLC,Finance,SMB,Turks and Caicos Islands,North America,2023-10-14
10241,Mitchell-Watts,Finance,Mid-Market,Saint Martin,APAC,2026-01-04
10242,"Moran, Thomas and Cooper",Healthcare,Enterprise,Svalbard & Jan Mayen Islands,North America,2025-09-05
10243,Reyes LLC,Retail,Mid-Market,Guernsey,Europe,2025-04-02
10244,Hammond Ltd,Retail,SMB,Albania,Europe,2024-02-25
10245,"Allen, Russell and Wallace",Technology,Mid-Market,Seychelles,LATAM,2023-09-20
10246,"Schroeder, Rice and Barrett",Finance,SMB,Namibia,APAC,2023-10-09
10247,"Rhodes, Barnes and Collins",Healthcare,SMB,Egypt,APAC,2023-08-19
10248,"Brooks, Hawkins and Brown",Finance,SMB,Tunisia,LATAM,2024-09-10
10249,Castro-Lee,Finance,SMB,Sweden,North America,2025-06-28
10250,Duncan Ltd,Technology,Enterprise,Thailand,APAC,2022-10-30
10251,Brown Group,Finance,Mid-Market,Sudan,LATAM,2025-03-23
10252,"Wall, Shaffer and Martinez",Healthcare,Enterprise,Lesotho,LATAM,2023-11-16
10253,"Porter, Mcdonald and Bradley",Healthcare,Mid-Market,El Salvador,LATAM,2025-11-06
10254,Stephens LLC,Healthcare,Mid-Market,Lao People's Democratic Republic,Europe,2025-03-21
10255,Christian PLC,Healthcare,Mid-Market,Cote d'Ivoire,Europe,2026-03-18
10256,"Rivera, Ross and Weaver",Technology,Enterprise,Gambia,Europe,2024-05-30
10257,"Sanchez, Robinson and Williamson",Retail,SMB,Argentina,LATAM,2025-06-19
10258,"Williams, Leblanc and Hatfield",Technology,SMB,Korea,Europe,2025-04-27
10259,Melton-Crawford,Healthcare,SMB,Christmas Island,APAC,2024-03-30
10260,Garcia-Gonzalez,Retail,Mid-Market,Niger,North America,2025-10-15
10261,"Kelly, Norman and Rogers",Retail,SMB,Israel,North America,2024-07-24
10262,"Cook, Aguirre and Santos",Retail,Enterprise,Belize,LATAM,2025-08-26
10263,Wright-Doyle,Retail,Mid-Market,French Polynesia,North America,2024-09-14
10264,"Thomas, Rhodes and Holt",Retail,Enterprise,Cote d'Ivoire,Europe,2023-08-19
10265,Blake-Ramos,Healthcare,Mid-Market,Fiji,LATAM,2022-10-28
10266,Armstrong-Lee,Healthcare,SMB,Mozambique,LATAM,2023-06-23
10267,Cruz-English,Retail,Mid-Market,Bulgaria,APAC,2023-06-23
10268,Fisher Ltd,Technology,SMB,Comoros,Europe,2022-10-04
10269,"Thompson, Perez and Richardson",Manufacturing,Mid-Market,Guinea,APAC,2024-07-03
10270,Ryan-Perez,Manufacturing,SMB,Gabon,North America,2026-04-29
10271,Gordon Inc,Finance,SMB,Norfolk Island,LATAM,2024-07-14
10272,"Cox, Thompson and Bullock",Technology,Mid-Market,Ghana,Europe,2022-12-16
10273,"Evans, Crosby and Salazar",Technology,SMB,Antarctica (the territory South of 60 deg S),LATAM,2023-09-14
10274,"Collins, Brooks and Harvey",Retail,SMB,Tunisia,APAC,2024-09-02
10275,Parker PLC,Finance,Mid-Market,Netherlands Antilles,Europe,2024-08-23
10276,Stevens Inc,Retail,Mid-Market,Colombia,LATAM,2025-01-04
10277,Rhodes and Sons,Healthcare,Mid-Market,Congo,North America,2023-05-30
10278,Johnson-Johnson,Finance,Mid-Market,Italy,Europe,2023-08-25
10279,Johnson LLC,Finance,Enterprise,Tajikistan,APAC,2026-01-23
10280,Villanueva Inc,Technology,Enterprise,Isle of Man,Europe,2024-03-21
10281,Grant-Banks,Retail,SMB,Wallis and Futuna,LATAM,2023-01-15
10282,"Warren, Newman and Miller",Technology,SMB,South Georgia and the South Sandwich Islands,Europe,2023-01-12
10283,"Wood, Garza and Johnson",Retail,Mid-Market,Mongolia,APAC,2025-12-20
10284,"Dillon, Hull and Riley",Technology,Enterprise,Algeria,Europe,2023-07-15
10285,"Wu, Krause and Leon",Retail,Mid-Market,Mali,APAC,2024-03-08
10286,French Group,Finance,Mid-Market,Syrian Arab Republic,LATAM,2025-02-05
10287,Acevedo-Lawson,Manufacturing,Enterprise,Wallis and Futuna,North America,2026-05-07
10288,Allen Ltd,Technology,Mid-Market,China,LATAM,2023-08-20
10289,Henderson-Martinez,Retail,Mid-Market,Monaco,North America,2024-11-15
10290,Long-Vazquez,Healthcare,SMB,British Indian Ocean Territory (Chagos Archipelago),Europe,2023-05-15
10291,"Smith, Alvarado and Clarke",Retail,Enterprise,Saint Pierre and Miquelon,APAC,2026-06-01
10292,"Carter, Fowler and Braun",Manufacturing,Mid-Market,Sierra Leone,Europe,2023-09-07
10293,"Fisher, Jones and Cooper",Manufacturing,Enterprise,Hong Kong,Europe,2022-07-02
10294,"Yates, Reid and York",Technology,Mid-Market,Maldives,Europe,2022-07-02
10295,Romero LLC,Technology,Enterprise,Isle of Man,APAC,2023-10-17
10296,Odonnell-Peters,Manufacturing,SMB,Saint Martin,North America,2022-07-12
10297,"Reese, Nelson and Villarreal",Technology,Enterprise,Vietnam,Europe,2026-02-23
10298,"Cox, Jones and Gregory",Healthcare,Mid-Market,Costa Rica,APAC,2023-02-28
10299,"Wallace, Wood and Snow",Retail,Mid-Market,China,LATAM,2026-01-09
10300,"Johnson, Ingram and Watkins",Manufacturing,Enterprise,Vietnam,Europe,2024-04-23
10301,Carrillo-Rosario,Finance,Enterprise,Romania,North America,2026-03-20
10302,Brown PLC,Technology,Enterprise,Cape Verde,Europe,2022-12-03
10303,Moore and Sons,Finance,SMB,Sri Lanka,North America,2024-12-19
10304,Bates PLC,Technology,SMB,Cayman Islands,APAC,2025-12-07
10305,"Noble, Jennings and Fleming",Manufacturing,SMB,Saint Lucia,Europe,2023-09-20
10306,Perez-Taylor,Retail,Mid-Market,Reunion,LATAM,2025-12-22
10307,"Ramirez, Davis and Joseph",Retail,Enterprise,Falkland Islands (Malvinas),APAC,2026-03-23
10308,Hernandez PLC,Retail,SMB,Nigeria,APAC,2022-10-17
10309,Allen Ltd,Retail,Enterprise,Syrian Arab Republic,North America,2025-07-04
10310,Wade LLC,Technology,Mid-Market,Peru,Europe,2025-05-08
10311,"Montgomery, Crane and Perez",Manufacturing,Enterprise,Chad,LATAM,2025-07-12
10312,"Mcdonald, Medina and Chavez",Technology,Enterprise,South Africa,Europe,2022-12-12
10313,Thompson-Richardson,Healthcare,SMB,Saint Pierre and Miquelon,APAC,2025-07-18
10314,Singleton PLC,Manufacturing,Mid-Market,Burundi,Europe,2022-09-30
10315,"Weaver, Kelley and Taylor",Healthcare,SMB,Kuwait,APAC,2025-08-08
10316,"Jones, Cooper and Miller",Finance,Mid-Market,Germany,Europe,2023-12-20
10317,Ruiz-Clark,Technology,Mid-Market,Senegal,North America,2025-01-24
10318,Estrada LLC,Healthcare,SMB,Ecuador,Europe,2026-02-24
10319,Garcia Group,Manufacturing,SMB,Saint Kitts and Nevis,LATAM,2023-01-20
10320,Martin-Martin,Finance,SMB,Pitcairn Islands,North America,2025-03-23
10321,"Stevens, Fischer and Thomas",Retail,Enterprise,Kiribati,APAC,2024-09-21
10322,Stewart LLC,Healthcare,Enterprise,Mozambique,Europe,2024-05-30
10323,"Hughes, Vargas and Salas",Healthcare,Mid-Market,Canada,LATAM,2025-10-31
10324,"Romero, Sanchez and Martin",Technology,SMB,American Samoa,Europe,2024-03-24
10325,Johnson and Sons,Finance,Enterprise,Australia,North America,2025-11-24
10326,Farrell Group,Manufacturing,SMB,Guernsey,APAC,2023-12-30
10327,Eaton-Bush,Finance,SMB,Korea,Europe,2024-11-30
10328,"Morrison, Hodge and Lewis",Finance,Enterprise,Mayotte,LATAM,2026-01-12
10329,"Gray, Humphrey and Johnson",Finance,SMB,Fiji,Europe,2022-11-18
